car_ID,symboling,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,fueltype_diesel,fueltype_gas,aspiration_std,aspiration_turbo,num_doors_four,num_doors_two,carbody_convertible,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_4wd,drivewheel_fwd,drivewheel_rwd,enginelocation_front,enginelocation_rear,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,price
1,1.7434704321932961,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,0.0744489251157203,0.5190713849456007,-1.839377336831407,-0.2883489098618655,0.17448277916253407,-0.2629602160773477,-0.6465530277621856,-0.5460587369032711,-0.32879797461071464,0.3287979746107145,0.46929531772445304,-0.4692953177244529,-1.1303883305208782,1.1303883305208782,5.759050847723665,-0.20151708874395138,-0.7200822998230957,-0.9384742644069302,-0.37267799624996495,-0.21428571428571425,-1.1881770515720091,1.3028309257354278,0.12186666955535823,-0.12186666955535813,4.010403138505321,-0.07001400420140048,-0.24935149047701485,-1.6113631583445662,-0.2809757434745081,-0.26020824993326663,-0.14106912317171966,13495.0
2,1.7434704321932961,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,0.0744489251157203,0.5190713849456007,-1.839377336831407,-0.2883489098618655,0.17448277916253407,-0.2629602160773477,-0.6465530277621856,-0.5460587369032711,-0.32879797461071464,0.3287979746107145,0.46929531772445304,-0.4692953177244529,-1.1303883305208782,1.1303883305208782,5.759050847723665,-0.20151708874395138,-0.7200822998230957,-0.9384742644069302,-0.37267799624996495,-0.21428571428571425,-1.1881770515720091,1.3028309257354278,0.12186666955535823,-0.12186666955535813,4.010403138505321,-0.07001400420140048,-0.24935149047701485,-1.6113631583445662,-0.2809757434745081,-0.26020824993326663,-0.14106912317171966,16500.0
3,0.13350899705984703,-0.7085958764076113,-0.23151304680543727,-0.19056612143668694,-0.5435274761218468,0.5148819161377617,0.6040461684467903,-2.404880294774036,0.6859461601154123,-0.2883489098618655,1.2645364278639772,-0.2629602160773477,-0.9530116883199847,-0.6916270607851575,-0.32879797461071464,0.3287979746107145,0.46929531772445304,-0.4692953177244529,-1.1303883305208782,1.1303883305208782,-0.1736397240519698,-0.20151708874395138,1.3887301496588271,-0.9384742644069302,-0.37267799624996495,-0.21428571428571425,-1.1881770515720091,1.3028309257354278,0.12186666955535823,-0.12186666955535813,-0.24935149047701483,-0.07001400420140048,-0.24935149047701485,-1.6113631583445662,-0.2809757434745081,3.843075691322091,-0.14106912317171966,16500.0
4,0.9384897146265716,0.17369775150537034,0.2072559016856128,0.1365419937088248,0.23594215550355344,-0.4207974451785447,-0.43107571624575564,-0.5172659192588284,0.4621833186137945,-0.035972825318776304,-0.05366798451916333,0.7878554622044521,-0.18686503692548712,-0.10935376525761202,-0.32879797461071464,0.3287979746107145,0.46929531772445304,-0.4692953177244529,0.8846517369293827,-0.8846517369293828,-0.1736397240519698,-0.20151708874395138,-0.7200822998230957,1.0655593210453687,-0.37267799624996495,-0.21428571428571425,0.8416254115301732,-0.7675593050844381,0.12186666955535823,-0.12186666955535813,-0.24935149047701483,-0.07001400420140048,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.14106912317171966,13950.0
5,0.9384897146265716,0.1071095531723165,0.2072559016856128,0.23000145517897197,0.23594215550355344,0.5168071823133096,0.21888453693328483,-0.5172659192588284,0.4621833186137945,-0.5407249944049548,0.2758831185766218,0.7878554622044521,-1.1062410185988842,-1.273900356312703,-0.32879797461071464,0.3287979746107145,0.46929531772445304,-0.4692953177244529,0.8846517369293827,-0.8846517369293828,-0.1736397240519698,-0.20151708874395138,-0.7200822998230957,1.0655593210453687,-0.37267799624996495,4.666666666666666,-1.1881770515720091,-0.7675593050844381,0.12186666955535823,-0.12186666955535813,-0.24935149047701483,-0.07001400420140048,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.14106912317171966,17450.0
6,0.9384897146265716,0.17369775150537034,0.26413335797149096,0.18327172444389506,-0.2563544539440664,-0.0935021953353923,0.21888453693328483,-0.5172659192588284,0.4621833186137945,-0.41453695213341013,0.14913269430901213,0.7878554622044521,-0.9530116883199847,-0.8371953846670438,-0.32879797461071464,0.3287979746107145,0.46929531772445304,-0.4692953177244529,-1.1303883305208782,1.1303883305208782,-0.1736397240519698,-0.20151708874395138,-0.7200822998230957,1.0655593210453687,-0.37267799624996495,-0.21428571428571425,0.8416254115301732,-0.7675593050844381,0.12186666955535823,-0.12186666955535813,-0.24935149047701483,-0.07001400420140048,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.14106912317171966,15250.0
7,0.13350899705984703,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.5553125058242687,0.21888453693328483,-0.5172659192588284,0.4621833186137945,-0.41453695213341013,0.14913269430901213,0.7878554622044521,-0.9530116883199847,-0.8371953846670438,-0.32879797461071464,0.3287979746107145,0.46929531772445304,-0.4692953177244529,0.8846517369293827,-0.8846517369293828,-0.1736397240519698,-0.20151708874395138,-0.7200822998230957,1.0655593210453687,-0.37267799624996495,-0.21428571428571425,0.8416254115301732,-0.7675593050844381,0.12186666955535823,-0.12186666955535813,-0.24935149047701483,-0.07001400420140048,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.14106912317171966,17710.0
8,0.13350899705984703,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.7670917851345438,0.21888453693328483,-0.5172659192588284,0.4621833186137945,-0.41453695213341013,0.14913269430901213,0.7878554622044521,-0.9530116883199847,-0.8371953846670438,-0.32879797461071464,0.3287979746107145,0.46929531772445304,-0.4692953177244529,0.8846517369293827,-0.8846517369293828,-0.1736397240519698,-0.20151708874395138,-0.7200822998230957,-0.9384742644069302,2.6832815729997477,-0.21428571428571425,0.8416254115301732,-0.7675593050844381,0.12186666955535823,-0.12186666955535813,-0.24935149047701483,-0.07001400420140048,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.14106912317171966,18920.0
9,0.13350899705984703,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8923376347670494,1.021226920306874,0.09852152708531438,-0.7393381987312061,0.4621833186137945,-0.4650121690420278,0.9096352399146702,0.7878554622044521,-1.2594703488777836,-1.5650370040764756,-0.32879797461071464,0.3287979746107145,-2.130854415613732,2.130854415613732,0.8846517369293827,-0.8846517369293828,-0.1736397240519698,-0.20151708874395138,-0.7200822998230957,1.0655593210453687,-0.37267799624996495,-0.21428571428571425,0.8416254115301732,-0.7675593050844381,0.12186666955535823,-0.12186666955535813,-0.24935149047701483,-0.07001400420140048,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.14106912317171966,23875.0
10,-0.6714717205068775,0.12375660275557937,0.3372615160533307,0.9309474162050657,-0.7076263459377201,0.9576931365137914,0.09852152708531438,-0.7393381987312061,0.4621833186137945,-0.7931010789480439,1.4166369369851088,0.7878554622044521,-1.4126996791566833,-1.273900356312703,-0.32879797461071464,0.3287979746107145,-2.130854415613732,2.130854415613732,-1.1303883305208782,1.1303883305208782,-0.1736397240519698,-0.20151708874395138,1.3887301496588271,-0.9384742644069302,-0.37267799624996495,4.666666666666666,-1.1881770515720091,-0.7675593050844381,0.12186666955535823,-0.12186666955535813,-0.24935149047701483,-0.07001400420140048,-0.24935149047701485,0.6205925677408127,-0.2809757434745081,-0.26020824993326663,-0.14106912317171966,17859.167
